"","M250T42_pos","M110T41_2_pos","M195T35_pos","M108T41_pos","M382T289_2_pos","M153T287_neg","M266T219_neg","M267T217_neg","M145T253_neg","M275T47_neg","M157T43_2_neg","M105T47_neg","M229T45_neg","M339T37_neg","M259T42_neg","M171T43_2_neg","M74T38_neg","M150T63_neg","M131T38_neg","M130T119_neg","M133T56_neg","M190T290_neg","M662T146_neg","M164T229_neg","M180T105_neg","M283T230_neg"
"3",-0.305114346516335,0.030250719041748,-0.238353712285669,-1.3017083243676,-0.354036726709228,1.86075831723819,-0.563954035320665,9.43624111661185,-0.0956044795996675,-0.848926217329399,-0.387059802937329,-0.0757273823308696,1.77486978250709,-0.0237348871318633,-1.40935613782338,-0.843698359794267,1.26491844139481,-2.27004548579633,0.633103039077863,0.159098385337265,-0.931031080811293,0.320119107893763,-2.31731527975093,0.944641483508525,3.82854363032383,0.326564004090857
"9",-0.431209827183016,-0.697684534965744,-0.441468630397684,-1.64143213424606,-0.388015545799066,7.14046331555665,-1.04131705249868,3.65239378530316,-0.261422942005849,-1.46110241422442,-0.367202211483202,0.295414110413258,-0.25843594874021,-0.258233212458118,-2.65623075430315,-2.1509678695916,0.149877197113203,-2.35064020693214,0.0771854782675534,1.45937489473813,-0.200999396365321,0.357390472555064,-2.18072946014651,0.914157697380757,2.73780877584431,-0.583758681170532
"13",-0.362943917342677,-0.141594599761113,0.0657029536317154,-1.10638138532713,-0.0496148039616089,-0.398766974192782,0.205981251628768,-1.44134074588868,0.409282085676911,0.123071918398708,-0.519693872618372,-0.35888184236397,0.389774056875634,-0.127989883930662,-1.41698813686597,0.376485929307176,-0.592222505016577,-0.366825357150876,-0.335765985690869,-0.60771594091415,-1.58313126383274,-0.303710566724364,-0.00963140872847951,-0.873501672750809,-2.56110450995087,-0.577873466512737
"19",-0.376441067909504,-0.435771236159334,-0.341699215484082,-0.618801037227424,-0.186595879918384,-1.72853299982033,-0.160551351849504,-6.14254202313901,-0.140397879493105,1.09586187286095,-0.292068295982098,-0.0841049080165202,-0.635973805522479,-0.249444072722801,-1.55166551253086,0.993592027412803,-0.69658177909801,-0.650371941287768,-0.343749846523724,-0.41694027260926,-0.249426058873893,-0.197689005431922,2.91468937194524,0.00426661065502428,1.69964674921787,-0.180386179305987
"22",0.00111305909074987,-0.401463578905987,-0.173146660765783,-0.619417269917952,-0.247362351169591,-1.86138192146891,1.76197740469035,-7.47091135166372,-0.21384457946633,-0.0341910456519208,0.182633033908591,-0.035533462439553,-0.36577964365702,-0.168524180749313,1.8703008351493,-0.892847772219492,-0.744105401974008,-3.61174899964846,-0.233969084062076,-0.373639450800435,-0.663789950837376,-0.52272656390819,4.63856992743215,0.0934548903997975,0.635553866407216,0.286432827063149
"28",-0.276972345823897,-0.260973550405225,-0.269843635064241,-0.605797026679867,-0.196133467933641,-1.86679173128301,1.38394513306748,-6.1371272478727,-0.227540175058555,0.186548822207193,-0.311946352158042,-0.226751369332721,-0.609420077329139,-0.110705810414859,-2.47275100927812,-0.978745432090605,-0.846117902647168,0.773744545340449,-0.564365965918383,-0.384269491994042,-0.239462098860566,-0.045975174068513,2.69247731334227,0.0792243629792754,-1.89942077755097,-0.525966266364422
"32",-0.26709292571621,-0.454179708670825,-0.0658839905947891,-0.558790639375087,-0.333673655377971,-1.42037924319848,1.66123295239859,-4.64233199626339,-0.214401666611695,-0.321777557185433,-0.402352967907749,-0.12036773384685,0.167633865867854,0.113722288708154,1.04168274686805,0.538409248238941,-0.250827884980257,0.437494558234256,0.0504962985710239,-0.0239430475938138,0.699298337898652,-0.0602957993911281,0.386628500446516,0.129595743423121,-1.80590220311317,-0.468382187870688
"42",-0.182209850558066,0.1329161778503,-0.142169995180796,-0.598701835280396,-0.356866735554806,-0.909703272156038,-0.217272637655102,13.2918650316471,-0.13329367314068,-0.898699115023623,-0.117820251351141,-0.356541493535914,-0.848896794552205,0.0927946841466982,4.16224177603601,6.74361307670443,-0.150372429568131,4.27682295918752,-0.00898430089650754,-0.330717131353059,0.328167836710224,-0.259465511963577,-1.08911757932653,0.185965562480874,-0.247955661088871,0.585917246405675
"48",-0.391818788413367,-0.504781417010469,-0.447591421331291,-1.463048293111,-0.509421876366846,-0.820722648775226,-0.497095422420702,-4.05046375896958,-0.315414500576893,-1.21695441829386,-0.549260166652925,-0.401774200729731,-0.168582743043646,-0.185855178835804,-2.93857970898946,-0.377901601193537,-0.666930030140778,-4.13353068302568,-0.387672222426401,-0.532112667759945,-1.01753064096813,-0.0128219515657664,-0.474999974214008,-0.578813317853438,-2.60834286753434,-0.324653993828196
"52",0.919162752266846,0.734785779249383,2.21732248824935,-0.265106156215828,0.700595135109401,1.17209197087917,-1.00310364544291,21.3493157285485,-0.0677374054004824,-1.4215951101944,-0.15757429917631,-0.0100282399597098,1.70848482168318,0.279886621409443,0.771410850306192,-1.70066816740731,1.42885899528057,4.66241243236083,1.84227106437993,-0.488143435846514,-5.08221542285165,-0.738614755274717,-2.36380393400712,-0.655110438593408,-0.692731125402635,-0.281639187663716
"58",-0.449856899318026,-0.689753692514877,-0.384763017695835,-1.32168124725219,-0.292789095013324,5.25246007940343,-1.1095845845114,4.64514996080629,-0.227896933620116,-1.42729363936406,-0.473585640991548,0.286506410836341,-0.654174958345119,-0.236413513175455,-3.12841928027752,-2.21056147505578,1.30556653469162,-3.91800343479318,0.466072942039793,2.93185282387455,1.94946519870567,0.320189084775788,-2.2459424601884,1.8705908623949,5.53816942498726,-0.318417583105087
"62",-0.0362959182313364,-0.745794846145158,-0.150453116590732,-0.874513558792334,-0.493274931654001,-1.50263740521741,0.121113645835683,-2.00907753704139,-0.208415211258798,0.419949458708823,0.0359308615219881,-0.293703812395757,-0.0597902677785144,-0.142030672826669,-0.0336248008435681,-0.705290431072221,-0.502476307371053,-1.34270694832784,-0.245071607247728,-0.0942532176215691,-3.13254467664809,-0.0811503054739036,-0.0540702397538318,-0.324947009639308,-2.37097980415755,-0.131621257128004
"68",-0.154129837778583,-0.264008728702484,-0.217325159842497,-0.257554279562905,-0.0541801338208731,-0.696355779826113,1.51803055344112,-6.07856878472494,-0.296976612346997,-0.405762507682889,0.34541375811682,0.00117529490324056,-0.234890794831514,0.0232497717215014,-1.92480297309438,-1.55377576080587,-0.424526582148154,6.52236272146084,-0.539546935926466,-0.595931680791993,-0.598479330733121,-0.0953027228311891,3.38050070688675,-0.531116314076478,-1.03888282100034,-0.735850004962216
"122",0.100018878698965,0.0269477699559117,0.41102678891652,0.251454345670069,0.0253677817003916,-2.65983608761944,1.34563883159741,-7.11118647493207,-0.156263246828025,-0.355913051393128,0.313992294367665,-0.06450842665385,-0.793130849224623,0.0342916172898288,2.13941147104684,-0.0963016963575743,-0.601300019761692,1.43364916834476,-0.468003613627778,-0.599150828002325,1.70555484622124,-0.574027261818714,1.66734561389086,-0.651194593443416,-3.91993678727345,-0.424822166219011
"128",-0.230331872995996,0.0794620571011009,-0.205849263035857,-0.22655005047388,0.13547603015042,-1.1459292771913,0.898166172996566,-6.00072212720525,-0.183483673799467,1.72298180274958,0.978372638678337,0.0487996815664464,0.914660002742235,0.189385672739407,4.93365530552523,-0.345731394450683,-0.112487872539242,-2.25177199044496,-0.555368271279237,-0.847145844580537,0.636401661331818,-0.334796928554208,4.34146828698671,-0.592623364824635,-1.21360228891276,-1.09938026157296
"132",3.82783611879368,2.59392287715442,2.34039858363348,12.4944834579586,4.80521679477956,-2.8796535686975,-1.08843139016085,-8.14901190763006,-0.334196571735963,-1.36787330265124,-0.508641688991074,-0.490459861773952,-1.35187799727995,-0.264724124456267,-2.90483911093823,-2.58333523680119,-0.83967125016928,-4.69948894391195,-0.639962361570495,-0.973641004971867,-4.0729983706004,-0.82862811079179,-2.33503811068571,-1.50879786781808,-4.40156017347731,-1.1739843732336
"138",-0.103723551156836,-0.473751583016601,-0.257921949679625,-0.562897722233791,-0.163135293948392,-1.8022669622596,0.240787251745326,-5.8427915764262,-0.0538023653795872,0.352486237243798,0.416310989690915,-0.221117572007708,-0.536906123968753,-0.103085840762966,2.23178368071619,0.761584375907866,-0.806669224916568,2.50907885528397,-0.362264406309231,-0.527571268270562,0.817134196852746,0.0269733120935754,1.37231864969158,-0.681070609163332,-1.23543687643225,-0.419166521409196
"142",1.56211976838153,1.22969074571761,1.40200756171439,1.85429140233856,0.293869750621182,-2.74506245081049,-0.539217311344794,-7.16748274028402,-0.222681462714594,-0.239078952668607,0.75265198606293,-0.25872040648999,-0.669109761422557,-0.124118419349798,1.81766563783296,0.541846774035607,-0.654916768368414,-2.01366387163077,-0.138780957824815,0.290770854439662,-0.527813394059201,-0.0435057963936916,1.8550449012602,1.18803624678933,-1.22073550974143,-0.359328399295771
"148",-0.391614290708348,-1.01980590132819,-0.270603422544225,-0.305422350306977,0.373644729560356,-1.23576783426596,-0.3083827195389,-4.65825716966367,-0.222323398229205,3.36461016932783,0.797741873474368,-0.223265270150062,-0.5679184461977,-0.0705010413392501,-0.885254530002914,0.556509788991625,-0.435394706555451,3.56455913166277,-0.482503417085173,-0.460264166330001,1.26049497685202,0.0401646839013972,2.56536083702893,-0.590546037190098,0.342136421662972,-0.812046501555128
"71",-0.0194825630128508,-0.143101809299682,-0.21140810808158,-0.997444318804706,-0.305584751106674,3.21118904862251,-0.861424019586604,7.70546160857418,0.834402920370864,-0.691689101101737,-0.407519137349357,0.204790298709304,2.30328055636691,-0.158314286490006,-1.84114432186497,-1.29987837283826,-0.192583115245504,0.182007052341199,0.0767030280176143,-0.324588040868337,0.462911326409256,-0.112003756602891,-2.21294960039302,-0.898028518869482,-0.108305905710642,0.382384195205289
"74",-0.320097070524602,-0.565825311085563,-0.404106961931276,-0.924508966842918,-0.247774201474953,3.3777414224162,-1.10829719328456,7.64679263659382,-0.236049751801779,-0.982962444462587,-0.561069737049799,-0.0233975405675027,-0.74172536292273,-0.247994318203264,-2.05124648712497,-2.57031368208772,1.79495361247378,-4.25873676101012,0.805284507807433,1.66024012113221,3.40762419366106,0.79648536182217,-2.22101184638214,1.45699880136627,8.35197957864191,-0.605668970784995
"77",-0.140665490013902,0.447043904506175,-0.430442308532668,-1.52410873955007,-0.519720109177143,3.05170967706276,-1.02661229558376,5.24191815271998,-0.202256533084666,-1.24904633656529,-0.380790082232979,0.640592736953382,1.75100641428903,-0.270260670712378,-2.52407020747884,-2.00042463148356,0.249176324026238,-4.06407346174755,0.322999019418218,0.577575790663445,2.63894711991328,0.708635067277501,-2.30722340670231,1.11582534388857,-0.586078818827524,2.86483248822242
"83",-0.389620014580272,-0.568388443629542,-0.381579878424265,-1.24541050230658,-0.55400615553398,2.02349941092637,-1.1180681187453,5.23356172514816,-0.197951934266549,-1.4668981114972,-0.177519962077807,0.404278219638223,0.238929156382329,-0.234986235194941,-2.42710954051778,-2.18399646423796,0.923331705697185,-2.21979994543787,0.444270754253783,0.875050292165169,5.21193759268241,-0.324535488840671,-2.07821895158436,0.766417020561157,2.94013993967322,0.865936271975772
"87",0.174640735747217,0.400484080672915,-0.327488629883742,-0.844910749513596,-0.322219201710378,4.89378925195081,-0.98723768452795,7.11876227302358,-0.120120852505426,-0.207253789401627,-0.241753916235088,2.10877541113425,1.69272438501198,-0.199247839052721,-1.77260196121329,-1.66826229706465,0.0693129182296216,-2.50092026889335,0.151733657184846,0.41232126845826,1.84300531852924,0.572686736141411,-2.09236145317157,0.245810251250649,1.64981885697493,2.24059871922275
"93",-0.440843201330242,-0.608280405794789,-0.333611802532754,-1.02620491359226,-0.218612874530817,6.13548242610152,-0.995400713194137,4.03925087810419,-0.268773189825567,-0.718513960483639,-0.456866176808951,1.42964139187954,-1.12260155985264,-0.184258998416496,-1.42284369282791,-2.33881174887823,1.56818477115965,-0.117745191322884,0.662843045050463,1.47254145169765,5.14170623196056,0.965166416259082,-2.17256402393922,1.39386235970399,6.94546604929075,0.773644414655058
"97",-0.141052309868744,-0.824670409700064,-0.372553251838091,-0.683891442264008,-0.532371046950992,-2.05535739241029,-0.836468035774814,4.10406556706701,-0.220057885682451,-0.748565364515189,-0.122571896085131,-0.140101897315914,-0.234113176877956,0.116047879413788,4.25384014194121,5.21119649687967,-0.608477515976442,-3.19699236383374,-0.0974726334434302,-0.579019273546635,-0.89624438306563,-0.159034921180049,-0.699349763253568,-0.126837683914827,-2.6276344821042,0.148011163850575
"103",-0.348745320781027,-1.11560670112805,-0.414010261629807,-0.794248821758409,-0.427441974905275,-2.10048703249399,0.616653233445739,-7.2919818811541,-0.198863465058675,-0.695186953210592,-0.347307086936715,0.0188301251674626,-0.535375705368965,-0.215256048025536,1.79275981383316,-0.32495298081236,-0.716244750767468,-0.492868018660201,-0.243837149063451,-0.148452367676779,1.44857279432552,0.300396147281539,2.89159425129227,-0.22565876610394,-1.76076071514956,2.43698883414812
"106",-0.322460692680194,0.0952470783384016,-0.369287184432638,-1.48735348277422,-0.291958895831178,2.51866651579796,-1.08579021942146,7.47417399260613,-0.255569557476061,-1.22456680100852,-0.180631471746761,0.576416649296269,2.34253388310334,-0.236141629649222,-2.55053690089539,-1.5555735572364,0.191561405219339,-2.14077830672904,0.395247685224768,0.69238553642132,1.7248350456338,0.819688508512838,-2.0437299643855,0.762990770389715,0.316722859289338,0.240864481178172
"109",-0.416682115591503,-0.639438171996015,-0.408159460086553,-1.17056421932184,-0.373927257875547,3.28507335248281,-1.11672649182142,5.03081910680496,-0.345125857988138,-1.21462329105259,-0.335734287067069,0.114593169864403,-0.66605109621053,-0.218976234727537,-3.37951790847008,-2.4556757187917,0.993711908205228,-6.10889253184982,0.676966969692651,2.17793334187502,1.10133177874854,1.47911201885358,-2.21837776885273,1.64579333357379,7.61827223380019,-0.567092161116003
"112",0.0343303716754647,-0.220986857769106,-0.00567916207552701,-0.135561139776693,-0.373024679165293,-0.952226667466024,-0.883852695312174,12.1001570669643,0.118685837860673,0.845584005886367,-0.170635458979444,-0.235911440458841,4.33674893869381,0.0126656333804141,-2.93432978537872,-1.92330812833772,1.06759311547201,1.41065989121877,1.3071588549398,-0.39220257430546,-3.17883041505043,0.235922539772441,-2.22150643859829,0.217906653380819,-2.58089522842498,1.77270472886313
"118",-0.494043390514153,-0.674226768978261,-0.426995457288395,-1.60290881181581,-0.535560772481493,9.21731326720105,-1.05353529960674,2.63065490248263,-0.297739371410156,-0.960892053387321,-0.422461047953278,-0.145116968198134,-1.05248255934868,-0.269212175926051,-2.5291853145025,-2.6065191507041,2.03612018175885,-2.47937705109948,1.1370391573362,2.8332691328389,2.10836020193122,1.67081372047673,-2.26317804132443,1.65315094406789,7.65201808670983,-0.398064675356516
"155",-0.275746380636491,1.19183259240626,0.405037303343004,-0.143031123691016,-0.192521667330072,-1.26457693114319,0.774922262294484,1.67193988181624,0.634927973877609,-0.149015125391562,-0.210509981137396,-0.456994821729117,-0.221207342095828,0.601074295326497,0.666448781387271,2.06645955325379,-0.0212644728317595,0.345215450633469,-0.160401704246044,-0.558022868535705,-1.97915693913402,-0.116969291236832,-1.36408313156786,-0.793548522930818,-2.17807602196392,-0.25152951289671
"161",0.860504428282894,2.05643822524733,0.377665279168002,7.02107241665644,1.97806970917573,-2.92005519872119,-1.09907342833672,-8.43361356750768,-0.338307173031054,-1.41133989214278,-0.523636277296513,-0.503733243867864,-1.41421428036896,-0.273398641556354,-3.08337000809526,-2.62814516354817,-0.893617944291094,-5.22957810803563,-0.661385697120277,-1.00567572816774,-4.29157904914631,-0.86968198265801,-2.34126833952152,-1.62902006907466,-4.53363519383324,-1.19287776060849
"169",0.0510450918919773,0.0231736145688717,0.375510913147828,0.423159650986978,0.0498886381417966,-2.44486251558185,2.6523519221055,-6.26999226538774,-0.177252490167297,-0.410755947123124,0.687331055990014,0.0271028344904149,-0.47482123107026,0.653795935490528,0.311835008279641,0.372214160723916,-0.532158904215085,5.62183930277803,-0.316694462533257,-0.635623355851628,-0.690043805653785,-0.385614625737854,1.3909568976495,-0.646232682582106,-2.93571655895017,0.608111102122596
"175",1.10699438559729,0.706572753739261,0.146058712742638,4.00244302875072,0.989386016054963,-2.1079957623264,0.201159605788528,-0.314672065226462,-0.0756384042828601,2.96018107243538,0.538176481933605,-0.515925852800733,1.49544273747288,0.222630006431971,6.7737910145419,2.1464588824013,-0.162384444103119,3.46900405014729,-0.149681703205305,-0.942615533686416,-3.13192478904273,-0.734592377381932,0.157055528813168,-1.73945328606482,-3.49311634534936,-1.1565727388128
"179",-0.0832586343041712,0.663505089705493,0.430289627047124,-0.0359203784180347,0.138883899068666,-2.34483297677366,2.41534802867516,-0.805089780808826,0.0231521901135005,1.0237311207178,-0.284908974718107,-0.052203932165189,-0.397417210436076,0.481204602072548,0.0284653065858794,1.68866813003365,0.374721171084611,6.20338262739769,-0.228598196485674,-0.46862790471217,-0.148926693712334,-0.428835732075544,-0.470930348218018,-0.273409745496411,-2.1112177407764,0.224598124189889
"185",-0.38614578199038,-0.481699451041159,-0.35119158027441,-0.834782338960721,-0.159706346959985,-1.68952583088465,-0.136661535298412,-5.65175043876156,-0.143750500546928,1.7689957596023,-0.236452289877892,0.0167478972548747,-0.166380344342762,-0.0571183473023766,1.45059426640581,1.0262854717137,-0.403706411689221,-2.75239720287909,-0.250945342781059,-0.465499490211016,1.56630855128071,-0.169514297797398,2.36684618396226,-0.188454616683335,-0.720693737471957,-0.516655858509187
"189",-0.193908402617775,2.16085896269605,0.0504350161099416,0.576124403543642,-0.371870665193996,-2.61987387415791,2.52010925757689,-5.74290218724714,1.07729848078186,0.104273822964441,0.944037883275942,-0.290541078246141,-0.784532651070777,0.521774708835726,3.31390413867817,3.10499851684073,-0.360376667125789,5.96768293079995,-0.270991823392999,-0.503147668265801,-0.342177495287574,-0.0281034034949083,0.626413741748488,-0.314878100502425,-3.08444137062984,-0.207037085512228
"195",-0.212395569749911,-0.593654328995838,-0.418448580426842,-1.140498177376,-0.378015942822305,-1.20318884382132,0.310012488962627,-5.14922407185511,0.0794627165685943,3.99941647443868,0.0247097335749804,-0.307280662671485,-0.496830194550831,0.0516318229477606,0.493667764676896,0.90374944747896,-0.392733742697905,-0.799899680491401,-0.409870002888589,-0.363363035402463,1.82824394055724,-0.0520908554541048,1.48952932038791,0.0257222188957579,1.36091991147521,-0.42890141699768
"198",-0.297031562691464,0.245216000657261,-0.102103473508572,-0.339554368305128,-0.519663159813544,-2.20516327251867,-0.68739541832294,5.34937884858193,0.0675294061987479,0.128902774497953,-0.159059297309342,-0.0228601760122398,-1.23455501831025,0.046584865148026,7.39502323839661,5.70965594083008,0.059288715072199,3.79634898662741,0.181159604259093,0.0261150913980225,-0.541388579972503,-0.0993156054001695,-0.754127926340071,0.154945782064069,1.20506379984531,0.298175188058517
"202",-0.171896098173966,-0.610437483951491,-0.379197903291035,-0.483312340654796,0.215472444854396,-0.903467013710584,0.164832924794699,-7.30900774774186,-0.127369878619015,2.7674261268769,-0.265489752741363,0.0211947026845293,-0.525649458161999,-0.022195778962898,1.3937245677773,0.993695145150954,-0.686607906292283,2.13641969472648,-0.519320256259914,-0.727748104851868,-0.712176872852218,-0.397553358513459,5.01880749479609,-0.637316909935192,1.54921988317355,-0.742911728085955
"206",-0.207165256182414,0.375653002422256,-0.20995726681528,-0.809448360808781,-0.460326409232823,-2.15792062028795,0.0519921734123953,-4.39106732178981,1.04939314989327,2.06460952142428,1.8573742498334,-0.312522619680174,-0.675681989140499,-0.11154816122168,0.52290229835806,2.90977314544394,-0.514161349192919,2.9973836016298,-0.198648756932806,-0.311916149718808,0.307750773228493,0.0861827980623975,1.07151500743041,0.283955598421845,-0.311099912112709,1.0324470587563
"215",0.183229704469647,-0.0581219100751776,0.931839233842547,1.92843780100104,0.703535680107317,-2.49691596655914,0.68119820510318,0.539214505780816,2.4863888616706,-0.798154457334272,1.69744554342323,0.033217280948554,-0.617561208973096,1.323529798533,0.473359438974575,1.35049098151184,0.331740892804453,7.66078879476467,-0.416678400779343,-0.88658743979871,-1.97618121507439,-0.723369825113784,-0.295593083955177,-0.672752410065114,-2.12321663037722,-0.603621908130481
