sample ID_ionization,population,M250T42_pos,M113T44_pos,M116T39_pos,M110T41_2_pos,M314T443_pos,M195T35_pos,M74T44_pos,M130T42_pos,M108T41_pos,M135T60_pos,M188T297_pos,M88T41_pos,M494T646_pos,M116T48_pos,M220T38_pos,M263T291_pos,M166T45_pos,M382T289_2_pos,M124T33_pos,M74T42_pos,M180T38_pos,M245T46_2_neg,M153T287_neg,M266T219_neg,M267T217_neg,M145T253_neg,M137T293_neg,M383T176_neg,M275T47_neg,M157T43_2_neg,M279T269_neg,M191T82_neg,M242T59_neg,M322T53_neg,M199T46_neg,M258T41_neg,M105T47_neg,M89T71_neg,M229T45_neg,M455T327_neg,M339T37_neg,M259T42_neg,M115T128_neg,M195T42_2_neg,M131T216_neg,M611T238_neg,M306T80_neg,M171T43_2_neg,M74T38_neg,M150T63_neg,M282T218_neg,M362T93_neg,M135T43_2_neg,M160T262_neg,M347T101_neg,M160T45_neg,M88T39_neg,M173T36_neg,M131T38_neg,M132T39_neg,M174T41_neg,M145T39_neg,M154T36_neg,M130T119_neg,M131T36_neg,M118T39_neg,M203T264_neg,M147T79_neg,M133T56_neg,M173T51_neg,M300T47_neg,M190T290_neg,M188T114_neg,M662T146_neg,M664T67_neg,M122T103_neg,M288T106_neg,M218T258_neg,M164T229_neg,M206T373_neg,M263T286_neg,M87T82_neg,M375T333_neg,M117T111_neg,M382T259_neg,M124T38_1_neg,M136T105_neg,M180T105_neg,M167T87_neg,M243T133_neg,M323T72_neg,M151T114_neg,M283T230_neg,M363T118_neg,M204T285_neg
113,Otavi,6347.64,196349.57,379546.41,15550.3,5376.01,2897.58,97996.41,2059262.22,101201.19,116712.51,19475.67,130160.35,64816.06,1059934.67,4435.91,377408.3,24257.26,5900.77,30368.84,200675.24,5084.91,33393.17,44933.55,20187.55,1614242.1,1858.89,3483.99,9227.32,9751.75,6653.51,39868.93,869559.29,8782.25,74085.51,13359.22,23592.73,19264.49,1096099.39,38911.59,16223.69,1337.4,147392.65,12416.3,87348.64,9967.4,6492.05,7694.94,183974.41,28472.65,1040342.15,309633.08,1278572.31,28227.12,47410.15,1741851.2,24482.01,46705.83,42318.37,17433.97,42762.63,46083.71,64949.14,96061.39,52119.06,91590.73,7869.68,2456208.15,16116.31,620700.24,111539.21,65539.67,14894.56,13046.61,135041.93,17684.51,9512.43,24250.99,1039921.78,177861.38,8262.81,32464.04,279846.46,43395.7,147704.65,52097.68,1557662.81,2960.74,838941.56,5640.44,607643.48,275118.25,190917.33,316945.95,1109853.66,269027.96
119,Otavi,8596.24,27635.89,569354.21,14409.16,3972.89,5591.07,290668.56,1930592.64,124631.03,106712.09,26578.84,164633.97,317417.68,508175.59,12242.44,127926.24,67161.04,6198.95,66816.35,228479.87,13900.77,62358.95,35081.43,38788.59,1612748.16,2861.99,2009.75,5955.99,10427.77,8947.06,27527.07,567735.11,20570.98,144845.95,14196.46,48596.06,9906.06,1163074.39,44217.49,10440.18,2702.16,331793.84,8220.18,34566.71,8582.64,9963.38,21963.65,282412.56,28882.73,1046626.86,362954.98,1446712.16,24605.96,60672.75,2570931.43,22040.31,47229.93,94241.6,11658.82,41609.71,2927.25,18876.37,134915.16,24440.52,50812.77,9922.29,2098197.88,16957.36,699890.16,17082.86,99393.75,7674.28,9120.9,217763.01,10166.03,23267.97,30057.37,1073697.78,116760.56,1995.61,22764.86,147907.4,25866.69,244580.66,94468.77,2065687.45,2825.82,581166.14,85195.41,632696.74,852246.25,257529.63,329165.91,1167125.25,428528.56
123,Karasburg,17339.91,7894.13,639355.76,12535.1,20589.88,7802.5,396265.99,1779706.18,197847.24,209779.83,102675.14,136177.85,80452.37,1425980.38,7737.12,152508.72,143896.94,14168.44,62651.08,331435.94,13080.3,24795.15,48611.47,33016.66,1996706.83,2466.08,2968.37,8953.04,9665.43,15744.56,11282.97,837935.91,9003.15,155449.58,16735.57,16921.69,20977.54,1858736.71,66601.4,14682.05,2080.14,216381.7,4935.47,94944.91,12331.8,4862.07,7807.91,303323.56,39227.06,938353.84,409394.64,824194.18,44220.14,202842.31,1867316.9,31035.54,49171.84,88167.15,16542.55,35354.76,2727.97,58605.17,87002.21,52023.11,53007.3,11679.34,1967433.64,17524.23,707737.76,12818.03,109753.14,10963.21,16870.63,236357.4,17387.5,14306.91,26808.6,1490425.13,185117.35,5093.2,3286.54,226287.38,42768.48,332145.91,285755.1,2024405.7,3412.6,1027111.26,159197.7,1037170.62,150616.22,259534.89,426068.73,1318085.68,961446.76
129,Karasburg,33544.28,49147.15,608821.48,39721.14,46357.07,12280.84,236809.89,3081106.93,524498.21,251036.9,36735.64,122245.86,108273.1,486166.43,25610.5,57551.2,129833.87,35006.48,97742.18,295716.73,22746.11,56370.3,25787.7,14718.12,1032246.41,24311.82,37956.29,9399.26,54361.36,40758.28,16799,75366.09,41417.96,57102.04,67777.37,92400.74,27747.15,411228.83,96327.38,18176.49,24412.16,199018.66,39832.47,23068.03,130850.07,16416.81,40211.5,149296,39785.12,1686702.54,84926.85,146186.8,152575.5,24898.76,304449.65,35267.85,26025.61,367456.69,50648.65,49900.29,23749.28,179323.79,77944.96,49246.46,289337.52,43506.97,23858.54,153562.43,85963.91,39417.15,21133.91,17871.98,14499.54,10369.29,7599.52,37514.76,12405.17,11311.46,20428.03,10083.26,17485.31,52521.73,13547.13,73569.31,10700.4,6297328.08,13228.27,100017.84,209629.33,81057.02,161965.77,63435.49,16871.74,117438.15,36640.64
133,Karasburg,15093.59,122038.81,409304.67,13930.28,5878.84,8629.14,355700.45,1330321.7,176692.78,171475.94,47644.65,128067.83,61617.19,990876.15,9995.19,105656.85,70625.16,21925.64,38396.14,292613.95,11036.05,30892.25,52214.23,41655.61,1737630.82,2882.19,5980.74,8378.3,13635.45,26439.31,14760.29,526296.99,14715.2,92769.56,20130.17,38219.04,8629.8,852146.59,46638.27,12988.77,4055.92,289569.04,5107.41,41328.53,10289.71,1853.49,2959.01,316367.46,42550.86,1202032.14,429057.83,1045431.46,18226.79,148192.9,2515115.93,16225.25,44352.79,63348.95,13612.23,29481.55,31233.84,52252.43,126273.92,48467.7,41180.14,29889.97,2724651.2,16010.53,687263.16,11629.73,108222.21,10465.56,6120.09,126180.78,11729.09,12497.58,13474.45,1128985.15,143262.09,3561.87,5104.56,119220.15,36746.71,237581,41342.02,2032686.92,4837.63,887413.22,36778.04,895228.52,160910.25,262149.38,369401.27,1221949.15,548063.86
139,Karasburg,12121.01,60778.44,448334.86,14113.78,16993.14,5527.98,329430.35,1895427,130779.14,83053.35,38209.04,187283.18,249523.56,650870.18,9083.78,98127.34,79213.71,10701.22,59765.93,293597.46,12347.14,58264.72,26091.13,24132.55,1735610.24,4094.93,2579.46,7075.57,11437.07,19109.18,13363.41,619176.55,15837.56,144756.06,13769.95,68587.22,12968.29,854214.93,49676.97,11764.88,4516.1,265388.36,6229.62,56583.22,10469.75,9177.24,9865.64,369920.81,39463.95,1130069.92,273157.18,2086215.67,30047.1,87299.03,1853194.15,24671.68,59049.88,103981.08,16135.44,52924.69,9684.46,42848.71,127668.42,28451.51,48074.63,20176.27,2357422.2,14547.44,638825,34425.72,84283.74,6785.19,6468.52,164249.44,19811.83,19748.53,28113.07,875314.85,104518.82,1960.27,7985.26,158166.37,41568.37,227382.51,84134.45,2205252.58,3678.47,757355.66,132890.12,536727.74,356818.46,177346.92,218675.09,873950.7,665822.53
143,Karasburg,15393.38,280377.83,464605.04,50207.39,11382.56,3690.77,302676.03,2950532.25,146941.25,147210.79,83485.83,121004.21,118407.53,1528324.81,5153.54,150454.52,62873.09,7873.65,34287.88,311921.72,6849.74,21790.74,41637.54,37113.27,1844512.83,3887.75,4652.25,10440.71,1902.4,28325.85,4332.99,473967.44,6959.41,97880.18,20449.62,20945.93,12596.08,957699.93,67865.56,16249.4,2044.47,215441.11,6776.12,459169.73,12931.78,8845.85,4361.16,323103.57,41922.34,758955.89,517369.11,1185890.37,18902.76,98188.94,2182146.92,12766.61,40597.5,36717.64,18476.48,33090.99,55755.61,114071.1,128263.7,65266.26,103280.95,17064.27,3489128.04,13465.95,713633.37,48372.97,90058.35,17475.32,30715.77,135768.96,23903.03,8705.43,15233.08,939223.02,194488.97,10678.22,5791.03,135960.81,32512.42,238000.67,36323.41,2149822.17,4041.27,1122716.04,142699.48,1041724.4,239341.93,193365.59,391555.16,1250491.46,978439.75
149,Karasburg,32309.63,50396.73,517205.53,43133.82,50205.46,11567.05,241883.58,2841558.3,425530.85,181657.39,40573.82,62951.01,145656.06,479199.73,20499.69,88848.15,202725.26,33350.27,119702.9,314462.48,20220.94,43109.6,22006.46,16472.55,351101.06,46548.45,25739.47,8908.98,41275,39466.45,15150.12,54101.74,32864.39,42545.13,69205.16,62102.4,19525.71,303007.04,65891.92,16345.31,13354.57,260084.82,33855.03,22730.76,100358.06,12946.15,26715.34,222329.81,24370.44,1804020.05,121051.8,175866.91,97569.9,70864.78,210347.88,34835.22,21418.76,261806.41,47371.25,51971.1,29683.47,107082.87,176340.23,32489.47,142632.38,38744.25,325109.62,119252.98,72994.02,33654.66,30367.02,17798.92,5485.38,10815.03,7180.48,34483.05,19426.32,109009.48,29013.32,8973.87,22265.07,32928.37,20025.25,23324.16,27191.24,4834400.33,10549.7,217254.45,63262.86,81226,173017.89,60235.71,33155,101434.46,100436.39
151,Karasburg,11636.32,24811.21,378923.39,15132.41,9075.69,9096.7,255482.98,1479786.01,133019.66,120840.77,46285.74,115689.81,78701.08,925216.57,4275.75,145365.31,44999.68,14248.75,31329.21,243595.15,6916.78,25485.29,36374.04,21206.02,1737541.45,2028.53,1732.06,8996.54,9783.66,13173.55,11564.19,676688.36,8760.8,100737.82,23793.99,31521.24,14926.86,1172514.25,59705.71,9420.41,1877.25,394024.58,9751.13,63955.87,6735.02,6633.71,6104.26,293425.06,35371.04,1064957.86,288706.11,1041154.49,22234.75,58665.74,1268502.66,15458.4,47498.49,78981.94,13623.28,36411.99,3749.46,38830.48,80823.55,42999.97,41459.12,15251.99,2684482.96,16229.41,688224.96,5004.78,90110.32,11274.77,6251.81,117221.67,9046.28,7845.23,16328.01,853983.52,123486.33,2223.65,13397.47,181114.4,30328.92,242456.31,163472.79,1865287.53,3269.61,757345.9,22375.59,707686.2,275630.85,207597.78,282637.29,691937.51,609297.02
156,Stampriet,26851.78,109105.78,305665.69,35789.68,86410.93,50798.8,144490.25,1760113.61,208359.05,174216.76,50617.33,79361.26,145404.95,372333.54,24341.35,80985.97,194316.65,35889.67,98233.37,146966.23,24714.76,11173.51,58468.58,51056.37,1823634.23,23550.84,3715.75,7407.9,12821.13,17456.76,16452.81,400707.93,7446.41,51962.71,14172.57,9282.02,7704.95,724966.02,48960.34,12454.52,5570.45,140847.2,3604.16,32235.17,17458.26,8582.33,3476.99,191358.6,42402.38,1515936.32,444100.79,457006.75,21075.82,253140.72,1234303.43,14102.54,33080.14,30604.63,12596.46,21816.4,49058.55,79873.26,84084.44,42005.95,80929.96,27854.19,2702369.33,12967.14,564361.7,45323.89,87263.61,8244.97,5101.71,72091.6,15782.43,8925.49,6948.65,903156.07,135793.82,2582.3,4054.4,81772.07,23864.11,147329.6,26910.54,1758461.24,2350.83,952159.35,60296.98,585474.69,83230.6,151570.25,447897.48,933649.21,276136.39
162,Stampriet,9444.27,100140.48,606813.5,17025.82,12104.59,2942.66,251128.37,2148796.25,151500.74,121993.87,17225.77,157226.12,112762.36,796468.24,10210.23,93401.85,48849.2,17027.84,70873.28,365111.45,14593.49,44126.1,41763.88,22611.94,1949222.14,3832.63,3966.95,7714.69,12958.97,5440.51,21986.13,542377.62,15638.95,203422.74,8814.14,37975.57,10837.01,1162901.77,67380.75,12330.03,2851.41,293406.31,4458.59,47378.62,10397.2,14131.01,8615.39,392635.5,37603.34,1381043.44,286131.53,1062905.37,23057.85,69342.09,1767927.03,15768.77,36888.68,86037.05,13179.98,32448.59,18060.25,34393.52,93627.23,38441.85,48216.64,18084.89,2100507.03,15757.91,592343.9,15171.35,116858.76,11370,9290.3,167931.97,17846.55,24126.33,19899.19,1068078.04,132579.91,3179.37,3732.31,124117.23,48461.38,274122.59,38711.93,2278603.13,2285.69,796824.91,15332.63,582275.75,337562.84,72523.68,295344.9,1114813.67,321677.63
170,Stampriet,12170.64,178408.98,652233.75,19052.52,14651.12,3661.64,207379.34,2522286.51,124925.27,176378.72,52024.02,168087.64,45985.21,767325.13,18064.97,143830.48,22834,16156.15,68948.41,404464.68,15553.26,16811.54,48760.4,27109.72,1802644.24,3359.12,3887.15,5232.12,9311.8,22269.36,4205.3,863792.21,10462.56,101912.61,15442.09,11652.8,9393.98,1221737.16,43758.06,12347.94,4542.9,164017.86,4716.95,30584.83,25170.2,7945.14,4806.27,209825.69,52182.1,912760.56,520079.9,763822.51,17958.66,192283.88,1589389.34,20199.2,44165.53,63965.99,18176.86,30134.39,58721.78,102965.71,106668.46,63476.93,110155.69,40127.52,3877625.16,23615.6,846010.26,14045.12,78359.37,12661.07,7772.69,123782.49,14076.09,17980.8,14999.4,1385405.19,232759.9,7368.9,1765.8,183922.78,36280.54,270533.84,47899.29,1793239.78,2886.82,1279175.76,14002.22,1016555.04,220618.56,190312.77,508857.81,1302745.31,727301.22
176,Stampriet,8148.69,36142.88,557628.72,14566.49,9290.84,6523.87,175191.48,1981296.79,158457.97,139514.5,16205.56,171268.74,86166.33,579800.97,11413.74,145845.94,12217.77,16598.15,72024.71,319465.67,12963.3,57933.18,35933.18,24701.53,2199362.33,2352.75,2869.95,10760.81,18677.95,7570.45,11111.23,472097.75,20043.01,148416.63,35073.07,45088.87,16388.12,1107458.04,75741.82,9524.78,3221.12,421385.01,6162,41579.85,9034.21,8287.3,16899.31,394946.28,35221,1077700.4,293560.48,1645285.93,39012.97,77281.37,3075207.17,21350,45674.65,111636.15,11958.68,37526.9,2447.01,32763.17,108578.05,30201.29,54637.64,15021.51,1629969.38,15783.09,703059.07,12481.6,91816.13,10034.65,5157.22,201031.92,15255.43,26364.13,18686.7,1165043.48,116887.79,2515.56,13624.03,121343.84,39557.17,279150.72,52288.83,2546981.83,1714.34,531762.75,15884.51,546656.3,270037.06,66300.68,305076.25,1039845.75,281419.11
180,Stampriet,8020.23,109823.72,620681.23,35794.92,11703.77,1403.27,296939.17,3068709.93,100462.31,124592.72,48272.81,147790.47,114643.68,1046038.5,7914.48,136514.25,91982.87,15625.79,48849.17,296107.11,10460.65,18889.79,49572.86,17496,1364256.41,7527.01,3254.78,3895.32,10721.46,7600.12,21275.08,822319.58,6046.94,63822.86,9907.51,15809.85,19484.32,1449331.95,48540.14,13724.39,1430.04,135345.26,8012.84,58298.99,7845.51,20853.96,5663.62,149947.04,33892.3,732061.18,392295.6,1035530.22,20490.85,50674.59,1330601.3,16996.28,34427.83,41896.75,14895.63,28149.26,22798.69,95824.77,140022.46,50220.73,29544.75,13074.59,2778898.17,18262.22,668089.85,13595.57,65510.16,14930.1,28055.13,165081.5,14720.94,14213.84,18826.6,1062933.45,161087.56,9581.7,3981.06,282958.29,66031.34,238304.41,120952.21,1186505.64,2653.93,834639.73,333379.42,998860.53,170582.47,396073.17,326931.62,1069520.14,695925.81
186,Stampriet,7611.34,37761.12,685509.38,15249.11,9212.4,5292.24,246260.66,2544485.8,153945.85,140365.1,22578.42,153690.71,136688.17,607406.64,12855.32,114232.3,86051.78,11533.52,70869.01,364382.4,15108.39,51682.28,37609.56,23741.96,2024806.27,3950.32,1516.73,11177.7,13637.75,4411.89,11308.7,437892.75,20870.44,141114.29,34233.52,52298.88,12344.37,1086023.84,96876.74,13060.91,3034.29,308306.73,3623.49,58360.16,7657.44,16487.41,23725.57,415791.02,36749.99,1069827.93,381413.73,1266527.18,33006.31,68426.4,2999515.41,22852.56,32872.1,119192.01,11821.73,26763.95,4474.95,36938.58,106955.26,23826.54,62572.75,16923.23,1081714,19641.6,575091.33,22729.93,101429.68,7436.31,11744.63,166482.71,14736.42,22126.19,39734.43,1071606.86,109825.92,1266.61,8841.16,83010.58,31050.07,276096.28,105373.02,2310974.92,2863.49,477383.95,151598.41,657490.52,367602.48,99506.46,208544.36,876941.92,358317.37
190,Stampriet,8457.6,163760.24,435198.57,16299.01,14651.73,2225.96,304216.7,2592671.91,112923.83,174232.37,27385.23,162364.78,16930.64,718144.57,8530.58,57326.32,62927.75,4814.27,64131.88,378993.38,9062.93,11059.73,29360.75,15307.74,1468436.48,27508.91,2981.3,4305.34,7233.67,5380.64,14093.11,716959.62,6101.03,120223.8,9502.86,7379.09,7685.3,798249.54,37050.16,10186.56,3028.31,70768.02,2975.43,17864.57,22404.54,7679.33,2201.22,186756.85,48268.07,899674.53,399820.13,490708.36,16162.94,96809.08,819570.39,15991.78,26154.33,31387.05,15482.83,16570.73,43714.61,116965.96,55282.36,71468.87,79745.36,25693.52,3006231.51,16555.14,528951.16,89523.44,84097.96,8936.29,14296.2,64494.34,27309.32,17706.3,9394.69,1043404.7,169634.23,8878.78,2479.15,157284.81,43240.57,222061.63,33932.88,1391057.08,5233.79,1206390.71,29691.69,643167.96,153346.91,84829.96,325155.54,741513.16,439817.59
196,Stampriet,11081.23,84003.17,461729.12,15846.73,18362.36,4014.75,409798.86,2421359.08,106203.58,125627.45,32324.13,176460.23,168944.53,900130.62,9856.21,87377.65,106667.73,10215.86,75427.6,371847.25,12060,46618.71,38524.84,27447.87,1842511.88,6955.28,3800.98,7134.81,21232.87,12456.06,27699.25,673055.51,12250.34,140519.49,14593.69,44632.33,11608.1,905429.26,63834.98,11678.54,2910.69,297114.41,3774.02,46306.73,10958.65,15962.8,6956.34,450281.58,37925.32,1259948.81,281957.78,1290738.01,19635.88,74425.22,2917205.26,18296.93,43755.74,63701.1,16303.1,35265.88,12057.95,48653.99,141444.81,43060.45,33201.8,21867.86,2344814.12,17932.55,493992.66,28462.55,88047.94,9300.39,7316.79,204904.45,14629.47,22029.47,23698.69,914843.42,170487.86,3271.23,2855.13,160582.12,65043.94,244479.3,64812.58,1643461.74,3532.53,1001715.6,10685.06,680995.21,405685.71,38794.24,242900.96,898336.14,528369.59
199,Stampriet,9385.12,250049.62,592070.22,30686.04,8345.32,1535.98,332422.23,3141598.27,101566.11,127691.29,35990.15,135247.15,131334.72,1176032.72,5727.26,101204.43,118412.18,8390.6,43439.12,351904.6,7037.75,25925.64,39711.28,24695.85,1595330.75,24583.28,2833.87,5235.67,9727.11,9994.94,12158.37,724581.61,4682.05,113409.11,15905.29,16291.12,15104.38,1228937.92,49547.06,12676.36,1332.47,234335.9,8177.31,98112.21,10753.5,17422.91,6701.22,317480.39,36918.02,1181961.03,396433.56,1403643.2,19522.64,50853.97,1052184.29,15353.22,39903.78,46065.06,16705.4,35369.1,51202.1,106005.98,167874.36,67737.46,99931.13,10931.72,3083258.68,18489.2,530642.86,38901.07,69520.68,17475.71,32309.59,165268.48,26875.36,14202.21,17999.53,864308.28,175228.06,9943.62,7721.39,201507.71,52806.94,217654.43,125591.47,1593704.43,4911.98,1098786.34,35161.66,875702.3,321443.53,164928.66,261430.71,1058842.19,644529.15
203,Stampriet,31105.76,62853.84,541337.18,46695.45,39545.2,8120.31,253336.7,2813178.23,439660.36,299286.22,36374.91,84370.37,186293.93,510651.34,17318.97,81567.61,180101.3,28470.81,81547.01,340779.34,21308.94,54965.63,28802.24,31279.75,2278133.48,9018.07,5171.55,14018.53,20680.24,12506.96,98442.03,426004.29,22586.49,112526.49,16763.47,61928.41,7957.72,964507.2,71898.14,8755.99,4347.75,343761.81,3913.63,43172.16,8293.15,7409.91,13875.77,437491.35,36757.93,1323915.33,339183.73,976767.8,35871.9,66988.37,2566034.04,11965.53,31293.8,130598.47,12405.87,28475.02,7303.64,41241,158735.82,17576.36,61150.25,19188.38,1932197.33,13058.92,585678.78,23896.85,115976.87,4011.49,5136.99,145471.45,19105.86,20739.11,24183.05,890967.35,93118.96,1780.54,4881.3,77918.75,21656.9,202801.67,63787.93,2645734.73,2065.63,786657.98,70793,506331.38,426121.27,107041.44,333977.4,1064925.95,392823.02
207,Stampriet,10967.03,224195.56,461590.53,19788.15,15038.45,2469.53,391114.63,2763962.17,95010.92,138948.48,39901.18,120266.29,47329.97,950654.51,8658.37,72294.1,106843.77,11937.34,64068.66,335290.27,8658.17,17110.07,35661.18,39777.55,1523824.44,26329.54,3682.77,5071.14,9103.96,24050.45,27020.76,839798.67,4906.06,109531.95,12641.87,7216.54,13850.04,1008009.87,41458.65,17606.97,2190.18,143751.72,3959.84,133176.77,27295.56,8072.33,4935.93,256416.6,39367.6,781943.69,447058.18,779952.6,23629.54,103834.4,1440264.43,15023.96,28243.36,33642.58,15492.83,22181.63,58742.77,115016.6,148231.96,63024.32,93711.6,23345.39,3376026.03,21482.96,523123.78,45598.36,74870.88,14938.09,25561.95,167771.89,26153.99,13214.14,16243.6,898722.5,204092.09,11322.34,2787.43,223059.44,62861.26,263102.08,91503.81,1274310.47,4933.77,1222458.6,37285.06,946229.98,286456.43,158292.24,317636.17,1164438.25,688998.52
