"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"X4.82964",-0.004542,-0.0060463,0.0042083,-0.015712,0.0028224,0.018228,-0.083499,0.03544
"X4.84968",0.0074229,-0.0044899,-0.0010806,0.0092921,-0.024595,0.0097801,-0.050628,0.042106
"X4.86972",0.0060932,-0.0037606,0.0021398,0.0024977,-0.029859,0.011984,-0.046456,0.044973
"X4.88976",0.0038343,-0.0041829,0.0009554,-0.0018851,-0.027679,0.004225,-0.054031,0.043723
"X4.9098",-0.0098799,-0.023826,0.007233,-0.036242,0.021734,0.0243,-0.10131,0.020127
"X4.92984",-0.022252,-0.019253,0.021525,-0.045092,0.042891,-0.0040832,-0.021331,0.0031078
"X4.94988",-0.0016718,-0.013762,0.0095356,-0.021271,0.0023775,-0.0017509,-0.0061322,0.026794
"X4.96992",0.0088711,-0.011155,0.0030401,-0.0028012,-0.019845,0.011955,-0.044259,0.04076
"X4.98996",0.014258,-0.012182,0.00086287,0.0014296,-0.025777,0.013208,-0.043179,0.040561
"X5.01",0.01623,-0.014338,0.001427,0.0024867,-0.026388,0.01372,-0.041562,0.03983
"X5.03004",0.017413,-0.015059,0.00027148,0.00032335,-0.026421,0.014746,-0.040604,0.041144
"X5.05008",0.018239,-0.017972,0.0023302,-0.0010218,-0.026728,0.015972,-0.039396,0.036699
"X5.07012",0.018348,-0.022234,0.0041339,-0.0035369,-0.020302,0.014123,-0.033387,0.03512
"X5.09016",0.021845,-0.025015,0.0026962,-0.002209,-0.022019,0.019976,-0.034452,0.033025
"X5.1102",0.024197,-0.027849,0.0027804,-0.0040914,-0.022677,0.02375,-0.032813,0.028647
"X5.13024",0.026423,-0.032174,0.00042505,-0.0028464,-0.029618,0.02284,-0.028797,0.025914
"X5.15028",0.02837,-0.038836,0.0038686,-0.0024521,-0.03456,0.019401,-0.012794,0.019143
"X5.17031",0.042411,-0.066258,0.048551,-0.0056121,-0.009924,-0.036261,0.023701,-0.006569
"X5.19035",0.0055172,-0.047123,0.05783,-0.039174,0.06293,-0.066353,0.031095,-0.016967
"X5.21039",-0.014065,-0.035947,0.05186,-0.076094,0.091342,0.0086586,-0.0052424,0.026806
"X5.23043",0.044132,-0.071914,0.011891,0.00013592,-0.032378,0.036458,-0.010672,0.003952
"X5.25047",0.05928,-0.10171,0.049179,-0.0052862,-0.024469,-0.0012235,0.020882,-0.017018
"X5.27051",0.077008,-0.13919,0.10944,-0.02451,0.013852,-0.059351,0.050894,-0.043786
"X5.29055",0.080661,-0.14743,0.14666,-0.037079,0.060152,-0.091476,0.057922,-0.063389
"X5.31059",0.058554,-0.10183,0.092775,-0.028299,0.036847,-0.057292,0.051403,-0.034595
"X5.33063",0.029832,-0.05492,0.043885,-0.03888,0.023942,-0.025044,0.056328,0.010861
"X5.35067",0.022711,0.0091926,0.0067409,-0.042977,0.048115,-0.026475,0.023541,0.010541
"X5.37071",0.023662,0.02579,0.00056651,-0.0236,0.0071713,-0.034385,0.040896,0.036209
"X5.39075",0.022158,-0.023372,0.002931,-0.0078507,-0.023194,0.008891,-0.014039,0.034213
"X5.41079",0.020111,-0.015537,-0.0011496,-0.0050318,-0.018951,0.0018485,-0.015382,0.036866
"X5.43083",0.022121,-0.0076731,-0.007429,0.0036888,-0.02405,0.0060131,-0.024904,0.038993
"X5.45087",0.01874,0.0073639,-0.0093554,0.01456,-0.02629,0.0015648,-0.033861,0.044386
"X5.47091",0.016104,0.013286,-0.014704,0.0048703,-0.031114,-0.0090151,-0.020688,0.034004
"X5.49095",0.010912,0.0031117,-0.0052651,0.005254,-0.029947,-0.0058034,-0.021303,0.045365
"X5.51099",0.011153,-0.0033641,-0.000217,0.0022662,-0.024749,0.0011964,-0.024723,0.042316
"X5.53103",0.011666,-0.0026453,0.0012996,-0.00040653,-0.024003,0.00080291,-0.024266,0.040882
"X5.55107",0.011937,-0.0040725,0.0039169,0.0015212,-0.02366,0.00081306,-0.025238,0.039287
"X5.57111",0.011607,0.00060916,0.0039519,0.0061497,-0.026527,0.0016848,-0.026019,0.04324
"X5.59115",0.0056806,-0.003102,0.0077332,0.025292,-0.02172,0.030794,-0.063822,0.02177
"X5.61119",0.0079773,0.0055281,0.0014068,0.0025228,-0.023466,-0.00046492,-0.0325,0.041854
"X5.63123",0.0078234,0.0025034,0.0016647,0.0038523,-0.024,-0.00050072,-0.025564,0.039395
"X5.65127",0.0086814,-0.0003714,0.0020639,0.00084061,-0.022033,0.0022614,-0.025851,0.035483
"X5.67131",0.0085431,-0.00054411,0.0020465,0.0020709,-0.021459,0.0025751,-0.025532,0.033827
"X5.69135",0.0079696,0.00080965,0.0022285,0.0021886,-0.020545,0.0028134,-0.023891,0.032928
"X5.71139",0.0068111,0.00052621,0.0028405,0.00205,-0.020687,0.0028746,-0.025296,0.032767
"X5.73143",0.0086897,0.0072495,0.00013234,0.0049225,-0.021741,-0.00095726,-0.026569,0.034404
"X5.75147",0.0028353,0.0069763,-0.00651,0.0046577,-0.021309,-0.00068295,-0.014445,0.025517
"X5.77151",-0.016289,0.00053054,0.0029897,-0.0066636,-0.011274,0.012577,-0.030486,0.024973
"X5.79155",0.0030948,0.0051908,0.0015409,0.0019678,-0.018367,0.0032968,-0.027131,0.030261
"X5.81159",-0.0012283,0.005557,0.0043297,0.0022556,-0.017158,0.0022406,-0.030535,0.032383
"X5.83163",-0.0026774,0.0057995,0.0051553,0.0015131,-0.014803,0.0038389,-0.028921,0.028545
"X5.85167",-0.0003365,0.013498,-0.0095763,0.0067857,-0.0091739,-0.014249,-0.011448,0.031047
"X5.87171",-0.034924,0.01079,0.010586,-0.0158,-0.0073858,-0.028554,0.003655,0.074182
"X5.89175",0.00074372,0.016558,0.00033279,0.015164,-0.023925,0.0058134,-0.025335,0.037342
"X5.91179",0.013975,0.028388,-0.0008154,0.011293,-0.021772,-0.0076302,-0.014182,0.036433
"X5.93183",0.0045362,0.027839,-0.0067621,0.0083093,-0.019363,-0.012737,-0.010204,0.035675
"X5.95187",-0.001322,0.035585,-0.0092922,0.019529,-0.028916,-0.0244,0.0013041,0.037699
"X5.97191",-0.0047726,0.012074,0.0032374,0.010709,-0.024373,0.0064292,-0.023274,0.029129
"X5.99195",0.0015346,0.0062543,0.0020697,0.0062891,-0.01424,0.0055546,-0.025873,0.02606
"X6.01199",0.0061718,0.0096493,-0.0010077,0.0064247,-0.019122,-0.0018542,-0.021637,0.026259
"X6.03203",0.007302,0.033702,-0.031717,-0.019479,-0.046774,-0.041801,0.015027,0.038515
"X6.05207",-0.05745,0.0015431,-0.03861,0.032968,-0.13787,-0.033784,0.10963,0.027513
"X6.07211",-0.015197,0.0053819,0.035667,-0.028386,-0.028247,0.0099953,-0.023468,0.037118
"X6.09215",0.010189,0.021867,-0.0063523,0.016949,-0.0312,0.0038975,-0.012535,0.020483
"X6.11219",0.046553,0.093211,-0.022884,0.018782,-0.026509,-0.022107,0.0096411,0.0049487
"X6.13223",-0.00090634,0.017009,0.0013092,-0.00031178,-0.028219,-0.0032277,-0.0039167,0.032878
"X6.15227",-0.0067874,0.0098661,-0.0011862,0.012375,-0.021658,0.0069406,-0.023514,0.020447
"X6.17231",-0.0051169,0.007543,1.0224e-05,0.0093635,-0.017736,0.0052642,-0.025858,0.01927
"X6.19235",0.0011692,0.0095779,-0.00052947,0.0081948,-0.013434,0.0035334,-0.022084,0.019764
"X6.21239",0.00097768,0.0075423,0.001131,0.0086067,-0.011611,0.0052394,-0.023748,0.01948
"X6.23243",0.00087054,0.0061095,0.0017405,0.0090243,-0.011918,0.0029886,-0.024975,0.018754
"X6.25247",0.00057776,0.0083232,0.00017609,0.0077558,-0.0092759,0.0047387,-0.024426,0.019926
"X6.27251",0.0024091,0.0074795,-0.00034896,0.0068496,-0.0085342,0.0056094,-0.023894,0.021342
"X6.29255",0.0024543,0.0075591,0.00030263,0.0075829,-0.0077785,0.007708,-0.025578,0.019085
"X6.31259",0.0025247,0.0066224,0.00032077,0.0080411,-0.0072439,0.0064977,-0.026048,0.019729
"X6.33263",0.0040489,0.0056927,-0.00011545,0.008729,-0.0071124,0.0078984,-0.026719,0.01925
"X6.35267",0.0047883,0.0080526,-0.0023502,0.0069859,-0.0083776,0.0046596,-0.025348,0.020006
"X6.37271",0.0041465,0.0047424,-0.00018436,0.010483,-0.0055829,0.0090132,-0.027413,0.017734
"X6.39275",0.0052216,0.0042577,-0.00086883,0.010377,-0.0048895,0.0095551,-0.027611,0.017797
"X6.41279",0.0058021,0.0050934,-0.0020749,0.011252,-0.0053867,0.0089707,-0.026879,0.01605
"X6.43283",0.0062932,0.0033057,-0.0015671,0.012009,-0.003307,0.0096254,-0.028536,0.017483
"X6.45287",0.0057816,0.00089235,-0.0021423,0.012097,-0.0050118,0.011346,-0.028803,0.016215
"X6.47291",0.0073388,0.0024003,-0.0028187,0.012815,-0.0052875,0.0091374,-0.030885,0.015336
"X6.49295",0.0061276,0.014116,-0.0096988,0.015113,-0.011784,-0.0047202,-0.0208,0.015516
"X6.51299",0.0080298,-0.00037951,-0.0022079,0.015226,-0.0031309,0.013453,-0.033168,0.012561
"X6.53303",0.0080317,-0.0019262,-0.0028227,0.016587,-0.0044525,0.014538,-0.034623,0.011041
"X6.55307",0.0089177,-0.0034639,-0.0027201,0.016242,-0.0028418,0.015678,-0.036116,0.010634
"X6.57311",0.010139,-0.0043285,-0.0033339,0.020054,-0.0014386,0.016743,-0.035507,0.010131
"X6.59315",0.010896,-0.0076823,-0.004025,0.019412,-0.011458,0.016217,-0.04293,0.0061851
"X6.61319",0.011124,-0.0067872,-0.0045049,0.021472,-0.0096843,0.016995,-0.042012,0.0072732
"X6.63323",0.012434,-0.0074525,-0.0051491,0.021772,-0.002497,0.022138,-0.039745,0.0044978
"X6.65327",0.012426,-0.017889,0.0064889,0.054763,-0.01477,0.042351,-0.061055,-0.0085574
"X6.67331",0.013721,-0.021162,0.011795,0.054505,-0.018659,0.055563,-0.064192,-0.012815
"X6.69335",0.013817,-0.011536,-0.0060784,0.022915,-0.0020429,0.02624,-0.044529,0.0038467
"X6.71339",0.014482,-0.012171,-0.0085208,0.021074,-0.0014489,0.0277,-0.045338,0.00080734
"X6.73343",0.016492,-0.011257,-0.011635,0.024667,-0.0029562,0.026362,-0.042293,0.00022969
"X6.75347",0.018763,-0.0059302,-0.017074,0.025284,-0.0026237,0.025161,-0.038938,0.0005377
"X6.77351",0.021974,0.0024995,-0.024214,0.026421,-0.0018668,0.018788,-0.033599,0.0018981
"X6.79355",0.025765,0.007692,-0.029064,0.027412,-0.0044902,0.014712,-0.032219,0.0051621
"X6.81359",0.024371,0.0078683,-0.03128,0.023371,-0.0036077,0.015088,-0.035496,-0.0019327
"X6.83363",0.031262,0.014456,-0.026219,0.027673,0.0080373,0.013558,-0.025458,0.0034089
"X6.85367",0.02476,0.095026,-0.069307,0.021094,0.031816,-0.061855,0.026369,0.025454
"X6.87371",-0.060716,-0.00072308,0.010588,-0.029561,0.016754,-0.057977,-0.022681,0.034732
"X6.89375",0.0012004,0.0076563,-0.0027328,0.022247,0.0041945,0.010315,-0.029636,0.020924
"X6.91379",0.012461,0.0068296,-0.011839,0.022005,0.0099733,0.0085511,-0.041201,0.010268
"X6.93383",0.017037,0.011969,-0.021095,0.031704,0.00098194,0.01203,-0.029259,0.0086342
"X6.95387",0.01764,0.012731,-0.0040677,0.019035,-0.0098788,0.0075411,-0.038209,0.018086
"X6.97391",0.017746,-0.00066787,-0.025849,0.053686,-0.001562,0.019637,-0.041544,-0.02171
"X6.99395",0.032516,0.034305,-0.008469,0.043304,-0.01693,0.045841,-0.052612,-0.0087121
"X7.01399",-0.0070784,-0.049776,0.0041812,0.0088334,-0.071757,-0.068251,-0.022912,0.024622
"X7.03403",0.0025394,-0.0067303,0.022833,-0.031514,0.036617,0.019569,-0.063215,0.013655
"X7.05407",0.018453,-0.0039088,-0.0096143,0.026417,-0.0095399,0.033174,-0.044931,0.010804
"X7.07411",0.019286,0.00075451,-0.017814,0.028088,0.0080316,0.019352,-0.047675,-0.0018702
"X7.09415",0.01878,0.0059112,-0.025432,0.042496,0.00047545,0.015701,-0.030938,0.0040796
"X7.11419",0.024039,0.011733,-0.026808,0.036847,-0.0018168,0.018284,-0.030412,-0.0045467
"X7.13423",0.028253,-0.0036323,-0.021424,0.028553,-0.00098782,0.02398,-0.042274,-0.0029857
"X7.15427",0.013281,0.10607,-0.052913,-0.0018795,0.045421,-0.078705,0.018397,0.033712
"X7.17431",-0.027647,0.063376,-0.0091097,-0.011138,0.038112,-0.10597,0.029254,0.064425
"X7.19435",0.0085242,0.02182,-0.010393,0.029988,0.0075186,0.0039731,-0.016442,0.021044
"X7.21439",0.01718,0.022516,-0.022971,0.032208,0.0063821,0.0053118,-0.018842,0.015933
"X7.23443",0.022932,0.033892,0.00039005,0.012992,0.028723,-0.0097163,-0.0021845,0.036932
"X7.25447",0.028403,0.082741,-0.027065,0.0089322,0.022539,-0.065655,0.037074,0.046139
"X7.27451",0.02099,0.073845,-0.026687,0.019892,0.0074835,-0.037647,0.014822,0.046207
"X7.29455",0.043,0.14413,-0.050244,-0.0010565,0.042367,-0.082882,0.071431,0.065848
"X7.31459",0.012733,0.087157,-0.01601,0.0024701,0.01757,-0.038895,0.035403,0.053795
"X7.33463",0.03354,0.10647,-0.040852,0.006839,0.013457,-0.023826,0.026748,0.038079
"X7.35467",-0.025019,0.035828,0.0017574,-0.017758,0.019336,-0.045457,0.012869,0.06508
"X7.37471",0.047547,0.075671,-0.022141,0.046714,0.025144,-0.010224,0.01736,0.015541
"X7.39475",0.014633,0.10354,-0.029604,0.0041907,-0.0014801,-0.018087,0.017249,0.06409
"X7.41479",-0.02475,0.019937,0.022012,-0.018947,0.0017235,-0.0090194,-0.0089192,0.050153
"X7.43483",-0.0064603,0.017702,0.0059039,0.0067105,0.0057598,-0.0076055,-0.023472,0.015454
"X7.45487",-0.0081631,0.031003,-0.0064301,0.0034632,-9.8682e-05,-0.017982,-0.0080393,0.013885
"X7.47491",0.0032783,0.018189,-0.0065769,0.011232,0.0073864,-0.0040005,-0.018846,0.017071
"X7.49495",0.010575,0.030281,0.018415,-0.0053763,0.043651,-0.021605,0.0036315,0.046709
"X7.51499",0.0084705,0.07006,-0.034463,0.014394,0.0028399,-0.060363,0.040216,0.025218
"X7.53503",-0.002985,0.024398,-0.0094055,0.020169,0.0024013,-0.013116,-0.0033442,0.014862
"X7.55507",-0.0035967,0.0080284,-0.0013608,0.020995,0.0035381,-7.1102e-05,-0.016888,0.0070395
"X7.57511",-0.0013268,0.0069949,-0.0061165,0.016692,0.011293,0.0032377,-0.019052,0.0037505
"X7.59515",0.0027704,0.0088902,-0.0077917,0.023524,0.00837,0.0031985,-0.020746,0.005442
"X7.61519",0.0076793,0.012822,-0.0051049,0.028756,0.0076382,0.0074621,-0.023281,0.0082747
"X7.63523",0.010463,0.013381,-0.014196,0.020358,0.012736,0.0088697,-0.027965,-0.00069769
"X7.65527",0.015543,0.01217,-0.016504,0.020436,0.008104,0.0085704,-0.018918,-0.002615
"X7.67531",0.020658,0.018155,-0.025788,0.014404,0.0041174,0.013196,-0.0083672,-0.019596
"X7.69535",0.018571,0.075242,1.9119e-05,-0.010873,0.028256,-0.055738,0.034288,0.052543
"X7.71539",0.0054798,0.012084,-0.033184,0.056646,-0.075163,-0.083381,0.066913,0.035681
"X7.73543",0.00060956,0.010269,0.045637,-0.095155,0.069773,-0.02327,-0.092478,-0.026239
"X7.75547",-0.0088413,0.025239,-0.03883,0.025584,0.031918,-0.05007,-0.002623,0.023314
"X7.77551",-0.010926,-0.0069405,0.011244,0.029692,-0.032086,0.037038,-0.012054,0.0095971
"X7.79555",0.00068975,0.0099648,0.011131,-0.041136,0.012338,0.038682,-0.068691,0.0083914
"X7.81559",-0.022592,-0.008058,0.015228,-0.038212,0.073365,0.0090001,-0.065424,0.017573
"X7.83563",0.045553,0.14516,-0.020546,-0.020332,0.009045,-0.062481,0.023892,0.1099
"X7.85567",0.094806,0.21159,-0.16415,-0.034203,-0.052354,0.030469,0.065296,-0.16431
"X7.87571",-0.078827,-0.058969,-0.21138,0.23977,0.18538,-0.28627,0.055663,0.052055
"X7.89575",-0.019664,-0.066591,0.15375,0.059032,-0.39142,0.29202,0.07714,0.15349
"X7.91579",-0.04325,0.011029,0.12289,-0.25715,0.20109,-0.0035845,-0.2657,-0.059085
"X7.93583",-0.023394,0.036407,0.022971,-0.044021,0.024603,-0.024243,-0.0033178,0.023369
"X7.95587",-0.027333,0.026161,0.003737,-0.00852,-0.015241,-0.043624,0.04279,0.037288
"X7.97591",-0.018447,0.022834,0.0017961,-0.011865,0.011647,-0.024084,0.013168,0.018306
"X7.99595",-0.01808,0.016766,0.0052094,0.018172,0.0041346,-0.025095,0.0038217,0.013866
"X8.01599",-0.0081587,0.025089,0.016541,-0.0044347,0.0036874,0.00099992,-0.016631,0.019661
"X8.03603",-0.019049,0.020437,0.0032867,0.0084729,0.010856,-0.0043264,-0.015462,0.0056945
"X8.05607",-0.02872,0.017462,0.002455,0.02392,-0.0064439,0.016521,-0.018764,-0.00025372
"X8.07611",-0.015662,0.021262,-0.0031962,0.011474,-0.0015794,-0.0035929,-0.0051667,0.0016193
"X8.09615",0.012226,0.037957,-0.0069964,0.018051,-0.008864,-0.014971,-0.0024629,0.013409
"X8.11619",0.0046168,0.015606,1.7415e-05,-0.0011179,0.0094687,-0.00064228,-0.02477,0.02328
"X8.13623",-0.0057758,0.0052001,-0.050617,0.035621,0.030432,-0.020253,-0.017983,7.3249e-05
"X8.15627",-0.060367,-0.038192,0.035626,-0.012579,0.024857,0.063868,-0.16763,-0.0029678
"X8.17631",-0.038177,0.015111,-0.011499,-0.082599,0.055475,0.04253,-0.085353,-0.061383
"X8.19635",-0.061558,-0.032873,0.041404,0.015728,-0.11387,-0.0082001,0.045536,0.047208
"X8.21639",-0.0051002,0.018745,-0.0037822,-0.0078162,-0.019056,-0.054321,0.021288,0.012524
"X8.23643",0.023998,0.078433,-0.036326,-0.013202,-0.050121,-0.052255,0.042665,0.029085
"X8.25647",0.01279,0.079622,-0.032796,-0.014576,-0.034177,-0.0072609,0.047481,-0.04357
"X8.27651",-0.04689,-0.031922,-0.058027,0.09252,-0.024223,-0.063855,0.062492,-0.011049
"X8.29655",-0.030603,0.012651,0.057525,-0.077954,-0.10777,0.016995,0.026883,0.076554
"X8.31659",0.0018421,0.042378,-0.028801,-0.02311,-0.034295,-0.055741,0.022425,0.016082
"X8.33663",-0.016191,0.016551,0.0045016,-0.0069305,-0.0042794,-0.022637,0.018247,0.00981
"X8.35667",-0.012712,0.014533,0.0048435,-0.0061749,0.00087511,-0.018866,0.015035,0.0049034
"X8.37671",-0.010634,0.012029,0.0045092,-0.0047982,0.0015777,-0.015803,0.012874,0.0032801
"X8.39675",-0.0049697,0.012377,0.0076509,-0.00043986,-0.0079753,-0.020946,0.013002,0.012187
"X8.41679",-0.0043763,0.010992,0.0016506,-0.0066122,0.00014843,-0.013559,0.0031087,0.0052162
"X8.43683",-0.0027444,0.056391,-0.02654,-0.00097676,-0.029234,-0.051124,0.020642,0.018403
"X8.45687",-0.0062716,0.0092974,0.0055493,-0.00078172,0.00045746,-0.015357,0.0091066,0.0047483
"X8.47691",0.01163,0.025637,0.010248,0.0027425,-0.013138,0.00030217,0.011301,0.009992
"X8.49695",0.039334,0.093904,-0.027017,0.011313,-0.0064167,-0.032542,0.015039,-0.0079895
"X8.51699",-0.001404,0.020845,0.00053009,-0.0076938,-0.0054902,-0.011692,0.0049494,0.011109
"X8.53703",-0.0042252,0.0044552,0.0043357,0.0088255,-0.010235,-0.0059123,0.0051893,0.0086191
"X8.55707",-0.0040968,0.0064355,0.0048565,-0.0033435,-0.0028549,-0.009888,0.0033634,0.0057408
"X8.57711",0.016387,0.032737,-0.015324,0.0095474,-0.029527,-0.0071835,0.0071514,0.0014738
"X8.59715",-0.0024335,0.008492,0.0046275,-0.0029162,0.0013901,-0.012108,0.001103,0.010811
"X8.61719",-0.0022868,0.0072805,0.0046493,0.0024058,0.0066014,-0.0079622,2.6964e-05,0.0048235
"X8.63723",0.0018328,0.011194,0.0025488,0.0071787,0.0077995,-0.0062689,-0.0026974,0.0037192
"X8.65727",-0.00056886,0.0015024,0.0046261,-0.00013949,0.0038339,-0.0072052,-0.0036648,0.0061668
"X8.67731",-0.0022196,0.00031238,0.0047135,-0.0024699,0.0067716,-0.0061996,-0.0042021,0.0050732
"X8.69735",-0.004067,-0.00037471,0.0015278,0.00056592,0.0062739,-0.0098952,-0.0014701,0.0040404
"X8.71739",-0.00018806,-0.0035441,0.0053235,-0.00014216,-0.0033973,-0.00042841,-0.0058305,0.0080416
"X8.73743",0.00079608,-0.0030509,0.0039916,-0.0017699,0.0031505,-0.0042519,-0.0081323,0.0055863
"X8.75747",0.003231,-0.0052346,0.0040201,0.00072037,0.0046204,-0.0014468,-0.010287,0.0056349
"X8.77751",-0.01198,0.0029133,0.0018361,0.025884,-0.0051248,0.012404,-0.01974,0.0016485
"X8.79755",-0.025899,0.0105,0.0018493,0.022093,-0.010406,0.0184,-0.008321,-0.0090475
"X8.81759",-0.025299,0.014034,0.00089748,0.022942,-0.011309,0.013263,-0.0016461,-0.0043084
"X8.83763",-0.0020809,0.008448,0.0016532,-0.0016669,-0.0055017,-0.012,0.0044507,0.0050673
"X8.85767",-0.00187,0.0010034,0.0029807,-0.0047138,-0.00099483,-0.0067554,0.0031069,0.0028142
"X8.87771",-0.00080077,-0.002488,0.0024211,-0.0023838,0.0022358,-0.0067371,-0.0033748,0.0050336
"X8.89775",-0.00071846,-0.0056168,0.0031635,-0.0010986,0.0041014,-0.0029229,-0.0036687,-0.00015665
"X8.91779",-0.0077424,0.0011861,0.0016775,-0.0071292,0.0080875,-0.0031709,-0.0020333,-0.0036831
"X8.93783",6.7504e-05,-0.0044806,0.003383,-0.00013603,0.0059903,-0.0024286,-0.0031401,0.00010192
"X8.95787",-0.0017246,-0.0058185,-0.00038818,0.00049822,-0.0057747,-0.0047764,-0.0064868,-0.0026572
"X8.97791",-0.012913,0.0010467,-0.002629,0.0041998,-0.012,-0.0045444,0.0045895,-0.010054
"X8.99795",0.0019045,-0.0071175,0.0025474,-0.00073859,0.0036618,0.0014305,-0.0040413,-0.0005465
"X9.01799",0.002516,-0.0058651,0.003089,-0.00021277,0.0038602,0.0016768,-0.006307,-0.00014288
"X9.03803",0.0039993,-0.0047658,0.0015397,0.00019064,5.6268e-06,-0.0015631,-0.0070697,0.0016983
"X9.05807",0.0033731,-0.00659,0.0017826,0.00096646,0.0026951,0.0031962,-0.0099658,-0.0017672
"X9.07811",-0.017098,0.0067758,0.0015525,0.026736,-0.0057356,0.01473,-0.012524,0.00035913
"X9.09815",-0.017375,0.0094511,0.0009488,0.0051512,-0.0067298,0.008368,0.0023903,-0.010399
"X9.11819",-0.00086661,0.0022395,0.0023523,-0.0053046,0.0026166,-0.0010369,0.0030049,-0.00078904
"X9.13823",0.0054994,0.0061504,0.0017514,0.0027351,-0.0068746,-0.011335,0.0067818,0.002321
"X9.15827",0.00057143,0.0015328,0.004211,-0.0012092,-0.002012,-0.0031081,0.0025755,0.003419
"X9.17831",-0.0014559,-0.00090645,0.0023063,0.0015223,0.003879,-0.00025105,0.00037021,0.00039123
"X9.19835",0.0005426,-0.0021277,0.0012978,-0.00021169,0.0016812,0.0031277,-0.0018677,-0.0017058
"X9.21839",0.00022382,-0.00059194,-0.00040395,0.0010811,0.0030146,-0.0011269,0.0013876,0.00043275
"X9.23843",0.0011087,-0.0015278,-0.0020142,0.00043645,-0.00052124,-0.0041237,-0.0013797,0.0041348
"X9.25847",-0.0014573,-0.0020137,-0.0010616,0.0032088,-0.00287,-0.002769,-0.0028537,-0.0047433
"X9.27851",0.0025969,-0.00057748,0.0010951,-0.00022241,0.0016813,-0.00071568,-0.0019523,0.0033136
"X9.29855",-0.0041182,0.0010486,-0.00090297,0.0064226,-0.0047252,-0.00014995,-0.0020278,-0.0059743
